task_id,status,confidence,review_reason,person_id,image_id,split,redacted_image_uri,family,category,occasion,formality,aesthetic_tags,color_mood,layering,fit,silhouette,color_family,pattern,style_item_id
auto_style_001219,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ea3b6e24cf6f,p_ea3b6e24cf6f_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_ea3b6e24cf6f_01.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001222,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_05bd2c7c1b64,p_05bd2c7c1b64_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_05bd2c7c1b64_01.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001225,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9916df2da975,p_9916df2da975_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_9916df2da975_06.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001236,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_4c5481921f57,p_4c5481921f57_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_4c5481921f57_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001250,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_d2b98093e34b,p_d2b98093e34b_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_d2b98093e34b_02.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_001276,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_44d4ce236cf5,p_44d4ce236cf5_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_44d4ce236cf5_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,stripe,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001277,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ffdfe74c2f4b,p_ffdfe74c2f4b_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_ffdfe74c2f4b_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001278,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_30688ace162a,p_30688ace162a_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_30688ace162a_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001287,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_0f4d1f6ab72b,p_0f4d1f6ab72b_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_0f4d1f6ab72b_05.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001303,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5686e66fcf77,p_5686e66fcf77_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_5686e66fcf77_01.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_001307,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_207a19789a31,p_207a19789a31_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_207a19789a31_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,plaid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001312,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_b1909b077f20,p_b1909b077f20_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_b1909b077f20_04.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001318,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_6d933b9f48fb,p_6d933b9f48fb_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_6d933b9f48fb_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001334,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_03cc2a483eb8,p_03cc2a483eb8_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_03cc2a483eb8_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001335,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_2a4f88be6138,p_2a4f88be6138_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_2a4f88be6138_05.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,stripe,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001337,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_512b25950a4c,p_512b25950a4c_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_512b25950a4c_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001340,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_c2a7c8940e3b,p_c2a7c8940e3b_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_c2a7c8940e3b_03.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001359,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_209304e68c5b,p_209304e68c5b_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_209304e68c5b_11.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001365,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_aa2c5e36193e,p_aa2c5e36193e_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_aa2c5e36193e_02.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,floral,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_001369,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f9f7626865a4,p_f9f7626865a4_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_f9f7626865a4_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001391,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_42c9ad368b3a,p_42c9ad368b3a_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_42c9ad368b3a_01.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_001394,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_26636483d25f,p_26636483d25f_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_26636483d25f_07.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001398,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_a18e1a8a80fc,p_a18e1a8a80fc_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_a18e1a8a80fc_04.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001400,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9dbbcd8f0fd5,p_9dbbcd8f0fd5_13,train,redacted/deepfashion_with_masks_balanced_10_20/p_9dbbcd8f0fd5_13.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001405,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_fc67ad8d0090,p_fc67ad8d0090_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_fc67ad8d0090_06.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001409,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f6f3364732d5,p_f6f3364732d5_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_f6f3364732d5_02.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001420,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_44d4ce236cf5,p_44d4ce236cf5_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_44d4ce236cf5_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,stripe,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001427,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_bebd9bd2844c,p_bebd9bd2844c_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_bebd9bd2844c_03.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_001432,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f1256f0aeae8,p_f1256f0aeae8_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_f1256f0aeae8_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001434,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5686e66fcf77,p_5686e66fcf77_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_5686e66fcf77_02.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_001447,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_3a6ca9f22f56,p_3a6ca9f22f56_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_3a6ca9f22f56_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001458,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_d9cf0d30e4f2,p_d9cf0d30e4f2_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_d9cf0d30e4f2_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001464,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_3c6c5f66e44f,p_3c6c5f66e44f_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_3c6c5f66e44f_06.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001475,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9243d590d3da,p_9243d590d3da_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_9243d590d3da_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001520,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5521ac174644,p_5521ac174644_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_5521ac174644_05.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_001539,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_44ca0dc442d7,p_44ca0dc442d7_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_44ca0dc442d7_03.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001546,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_c2a7c8940e3b,p_c2a7c8940e3b_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_c2a7c8940e3b_04.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001553,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_70a46de0c3c4,p_70a46de0c3c4_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_70a46de0c3c4_04.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001560,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_b5191067f36e,p_b5191067f36e_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_b5191067f36e_03.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_001564,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_1199d92ff3c9,p_1199d92ff3c9_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_1199d92ff3c9_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001573,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_d6778b915bf7,p_d6778b915bf7_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_d6778b915bf7_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001577,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9f903a8e8f83,p_9f903a8e8f83_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_9f903a8e8f83_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,stripe,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001580,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_dc3414a88dd9,p_dc3414a88dd9_17,train,redacted/deepfashion_with_masks_balanced_10_20/p_dc3414a88dd9_17.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_001591,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_44b6db537fe0,p_44b6db537fe0_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_44b6db537fe0_04.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001597,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_149444f6a07a,p_149444f6a07a_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_149444f6a07a_04.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_001598,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9948d38b41aa,p_9948d38b41aa_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_9948d38b41aa_02.jpg,outerwear,leather_jacket,casual,casual,casual_basic,unknown,light_layering,unknown,unknown,unknown,solid,style_outerwear|leather_jacket|casual|unknown|unknown|casual_basic
auto_style_001610,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f09f91955808,p_f09f91955808_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_f09f91955808_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001611,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ea3b6e24cf6f,p_ea3b6e24cf6f_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_ea3b6e24cf6f_02.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001627,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f7e9a4e8becc,p_f7e9a4e8becc_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_f7e9a4e8becc_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001632,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5521ac174644,p_5521ac174644_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_5521ac174644_06.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,floral,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_001640,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_7dd5f13e9cd9,p_7dd5f13e9cd9_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_7dd5f13e9cd9_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001657,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5437c4377c7b,p_5437c4377c7b_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_5437c4377c7b_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001659,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9dbbcd8f0fd5,p_9dbbcd8f0fd5_19,train,redacted/deepfashion_with_masks_balanced_10_20/p_9dbbcd8f0fd5_19.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001665,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_bacd4b5eb5b9,p_bacd4b5eb5b9_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_bacd4b5eb5b9_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001667,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_fc9e7a528b4c,p_fc9e7a528b4c_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_fc9e7a528b4c_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001671,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_fc9e7a528b4c,p_fc9e7a528b4c_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_fc9e7a528b4c_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001684,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f09f91955808,p_f09f91955808_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_f09f91955808_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001688,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_1e6e21a1fc88,p_1e6e21a1fc88_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_1e6e21a1fc88_04.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001698,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_1e72b54c3582,p_1e72b54c3582_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_1e72b54c3582_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001699,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5cbdd849c636,p_5cbdd849c636_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_5cbdd849c636_03.jpg,top,hoodie,casual,casual,casual_basic|streetwear,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|hoodie|casual|unknown|unknown|casual_basic+streetwear
auto_style_001704,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_b517bc0acd5f,p_b517bc0acd5f_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_b517bc0acd5f_02.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001708,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_330d9056eed4,p_330d9056eed4_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_330d9056eed4_04.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001710,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_58f0e836563a,p_58f0e836563a_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_58f0e836563a_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001714,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_7b11ac0d2596,p_7b11ac0d2596_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_7b11ac0d2596_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001717,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_439e55f4b036,p_439e55f4b036_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_439e55f4b036_02.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001723,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_7ecc5546a1fa,p_7ecc5546a1fa_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_7ecc5546a1fa_04.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_001732,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9fc07204fcdf,p_9fc07204fcdf_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_9fc07204fcdf_05.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_001734,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_53fb4a70a8a1,p_53fb4a70a8a1_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_53fb4a70a8a1_02.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001760,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_b1909b077f20,p_b1909b077f20_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_b1909b077f20_06.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001772,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_45476f7325fd,p_45476f7325fd_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_45476f7325fd_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001777,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_6eca6198a9b8,p_6eca6198a9b8_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_6eca6198a9b8_09.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_001783,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_c6c9ae3411ca,p_c6c9ae3411ca_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_c6c9ae3411ca_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_001788,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_cd235380485b,p_cd235380485b_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_cd235380485b_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
